name,user rating,user review,is_valid,negative,neutral,positive,compound
Tokyo Gore Police,3.0,Fun for the whole family,True,0.0,0.548,0.452,0.5106
Faust: Love of the Damned,1.0,Fun for the whole family!,True,0.0,0.527,0.473,0.5562
Airheads,2.5,Fun premise but it gets old pretty quickly,True,0.0,0.482,0.518,0.7543
Remember Me,1.5,Funniest ending of all time. I got nothing out of anything else that happened,True,0.0,0.783,0.217,0.5574
Saturday Night,3.5,"Gabriel LaBelle is so damn electric in this!! So glad he wasn't a one-hit wonder after Fabelmans, he's the glue that holds this together. Little too self-congratulatory at times, little too inauthentic, and I would never feel an ounce of empathy for Chevy Chase no matter how hard a movie makes me try, but after a while I really got into the chaotic theater kid energy this movie radiates. I'd like that kid who played Billy Crystal to be in more stuff too!",True,0.091,0.781,0.128,0.6733
"Silent Night, Deadly Night Part 2",3.0,Garbage Day is 10 times funnier when you know the context,True,0.0,0.787,0.213,0.4019
Elvis,2.0,Genuinely unbearable! Austin Butler innocent tho,True,0.0,0.65,0.35,0.4003
Bumblebee,3.0,Gets worse the longer it goes on but it's mostly really charming and cute. John Cena's line about the Decepticons' name made me belly laugh cause that's exactly what I was thinking,True,0.046,0.622,0.332,0.9421
The Wind Rises,3.0,"God bless him, Hayao really loves his planes. I wish I did too.
Reminds me a lot of First Man, in the sense that it's an extremely well-made and well-directed biopic with a subject matter I couldn't care less about and couldn't get emotionally invested in no matter how hard I tried. The story picks up in the second half and the ending is good but this isn't something I intend on ever revisiting.
Did it deserve the Oscar over Frozen? Fucking obviously.",True,0.046,0.833,0.122,0.6952
Do the Right Thing,4.5,"God, I'm overwhelmed by just about everything in this movie. The writing. The performances. The cinematography. EVERYTHING.
There are some slow patches here and there, but those are easy to overlook when you take into account how masterfully this film sets up its pieces over time only to knock them all down in one enthralling, breathtaking final act.
Fuck, man. THIS is a movie.",True,0.064,0.795,0.141,0.5789
Beauty and the Beast,5.0,"God, what a work of art. Ever since I was a kid, I had a feeling that this movie was a cut above the rest of Disney's works, and boy was that feeling correct. The romance is perfect, the songs are gorgeous, the characters are endearing, and as a bonus, we get the meme dispenser that is Gaston. I love this movie with all my heart and I don't think I'll ever stop loving it.",True,0.043,0.633,0.324,0.9816
Sleepy Hollow,3.5,"Goes insanely hard from a directorial standpoint, would have been really cool if the script matched that energy",True,0.066,0.711,0.222,0.5095
The Farewell,3.0,"Gonna have to sort this into the 'I don't get the hype' category of films sadly. It's a really great concept for a story, but it feels thoroughly underdeveloped. I wanted to learn more about who Billi is as a person, get more scenes exploring the cultural differences between America and China, and really see the main conflict and the ethics surrounding it get explored and fleshed out to a greater degree. But the movie just kinda felt repetitive after a while, never quite reaching the dramatic or comedic heights the story really deserved. Sorry, Nai Nai.",True,0.101,0.813,0.087,0.1238
Toy Story 4,3.5,"Good movie that never really justifies its existence. The supporting characters are great but they don't have a ton of funny jokes unfortunately. The stakes feel relatively low and a lot of the plotlines could have used more development. I liked it enough but it just barely rises above Finding Dory and Incredibles 2.
Oh, and it's better than the first movie at least. This is a solid 7 while that one is a shaky 7 teetering on 6",True,0.082,0.689,0.229,0.9266
Avengers: Endgame,3.5,Good-ass movie about a rat that saved the universe,True,0.0,0.741,0.259,0.4215
The Little Mermaid,4.5,"Got a new big video ranking coming! This time, I'll take a look at all the Disney Renaissance films.
THIS ONE IS SO GOOD. Perfect pacing, stunning cinematography, breathtaking animation, vibrant colors, phenomenal songs, great characters. Ursula is such a bad bitch, Sebastian is hilarious, Ariel is really compelling. Seriously I don't remember this movie being this fantastic when did that happen???",True,0.1,0.54,0.36,0.9777
Toy Story 2,5.0,"Great comedy, strong dramatic touches, a really engaging central conflict, a ton of character depth...this is the bestest one",True,0.088,0.48,0.432,0.8759
Women Talking,4.0,Great movie but why is the color grading like that. Like I get what they're going for but you can make a movie look bleak without making it look like an antidepressants commercial,True,0.0,0.702,0.298,0.9062
Kung Fu Panda 2,4.0,"Great sequel that isn't afraid to tell an even more emotionally rich story than its predecessor. It's much slower paced and not nearly as funny, but it shines in its second half and leads to a sensational climax. Ending really made me soft <3",True,0.034,0.791,0.175,0.7984
DAN DA DAN: First Encounter,4.0,Great show that I can't recommend to anyone because of the first episode 👍,True,0.11,0.677,0.213,0.457
Dumbo,3.0,Grown ass elephant ladies beefing with a literal newborn lmao,True,0.227,0.519,0.253,0.1027
Alice-Heart,4.0,"Had a wonderful time with this film, felt a lot like Frances Ha but with its own Philly flair. Would love to see Lissa Carandang-Sweeney in more films. Also, don't think I didn't notice that Jim Thorpe Film Festival badge in Tony's car, I still have the same one from seeing Hundreds of Beavers there!",True,0.0,0.755,0.245,0.945
The SpongeBob SquarePants Movie,4.5,"Had to rewatch this in honor of March 14, THE DAY THAT KRABS FRIES",True,0.0,0.802,0.198,0.4939
The Tatami Galaxy,4.0,"Haha that's a funny little cowboy in the intro, I wonder what his character will be like-oh",True,0.0,0.718,0.282,0.7096
Who Framed Roger Rabbit,4.0,Haha WHAT is this movie? How were they even allowed to make it? How were you guys allowed to watch this as kids? Haha great stuff,True,0.0,0.684,0.316,0.8919
Aladdin,2.5,"Half the time it's surprisingly good, well-acted and compelling. The other half it's hilariously incompetent to the point of providing tons of ironic enjoyment. So, I had a good time overall and I don't regret seeing it. It's a little sad that that's the bar I'm judging these live-action remakes on, but there we are.",True,0.084,0.741,0.176,0.5737
The Lighthouse,5.0,Happy Halloween! Gonna go cook some lobster for me homies now,True,0.0,0.715,0.285,0.6114
Romeo & Juliet: Sealed with a Kiss,5.0,Happy New Year bubbies,True,0.0,0.448,0.552,0.5719
Hard Eight,3.5,"Hard Eight? More like Hard Left, did not see some of these plot developments coming",True,0.172,0.671,0.156,0.1815
I Married a Strange Person!,4.5,"Haven't laughed this hard at an animated film in so damn long. Bursting at the seams with unchecked creativity and lunacy. William and Hal will love this, Buster and Olivia will hate this, Yinsed, Puff, and Robyn could go either way but I'm leaning towards a positive reaction",True,0.131,0.708,0.161,0.5739
Minority Report,4.5,Heavy Rain if it was good,True,0.0,0.633,0.367,0.4404
Before Sunset,5.0,Hey wtf I believe in love now,True,0.292,0.385,0.323,0.1027
The Boy and the Heron,5.0,His best since Spirited Away. I do not say that lightly.,True,0.0,0.581,0.419,0.7579
Paprika,3.0,"Hmm...I definitely vibed with the animation, sound design, direction, editing, all that good stuff. But to me, this lacked the emotional investment needed for one of these kinds of intentionally confusing and disorienting films to work. Perfect Blue managed to be more overwhelming to the senses AND more emotionally impactful by perfectly getting you into its protagonist's fractured headspace. This, by comparison, felt stretched in far too many directions for me to really connect with anything going on. I also don't really get the Inception comparisons - yes, people invade other people's dreams, but that's sort of where the plot similiarities end. Inception may lack an emotional core to some extent, but it has the benefit of an enthralling clear-cut heist plot with clear-cut stakes. This film, however, just felt vague, cold, stoic, and emotionally distant whenever it cut away from the imaginative dream sequences. A decent watch, but I'll probably be returning to Perfect Blue at least 5 more times before checking this one out again.",True,0.048,0.765,0.187,0.9827
Eight Crazy Nights,1.0,"Holds the world record for the most times I've asked 'Wait, was that meant to be a joke' while watching a movie",True,0.0,0.905,0.095,0.296
Boogie Nights,5.0,"Holy shit dude!
I could've watched the first party scene for another 3 hours and I don't even think that's one of the top 5 best scenes in the movie. They treat Mark Wahlberg's dick like it's the contents of the Pulp Fiction briefcase and it's great. I love when Don Cheadle is happy in movies!
Between this and Punch-Drunk Love, PTA might already be my new favorite director. And I haven't even seen There Will Be Blood yet! Fuck, man! Movies rule!",True,0.091,0.61,0.299,0.9746
Mission: Impossible – Dead Reckoning,4.5,"Holy shit dude!!!!!!!! As awesome as the action and stunts in this series are, I think I'm a far bigger sucker for the espionage stuff that centers on the characters and what makes them tick. Grace's notable fear in the third act as a newbie to this game compelled me a lot more than the latest (still awesome, but expected) Tom Cruise stunt. Same goes for Benji and the bomb (he loves his friends <3)
THIS is the dramatic uptick in stakes I was missing from the last two. That news headline about Joe Biden being afraid of AI after watching this makes complete sense now. So damn excited to see how this ends. I like how Jeremy Renner's character just disappeared and no one ever mentions him again",True,0.112,0.706,0.181,0.9349
The Batman,4.0,"Holy shit that score FUCKS. Michael Giacchino here are the keys to my house go fuck my wife
Yeah this movie is great! Robert Pattinson might be my favorite Batman to date, and his story actually has a ton of great shit to say about the very nature of the character. There's a line said towards the end that chilled me to the bone specifically because of who said it, and a scene shortly after which, while probably not intended to be a tear-jerker, actually got me a little weepy. It's just the exact sort of deconstruction and evolution this character needed, y'know?
Visually this feels the closest a movie has gotten to representing the look and feel of the Arkham games, which was a delight to see. It's a movie so confident in its story and world that it even throws in welcome dashes of the kind of comic-book silliness someone like Nolan would never dare to touch. And that's perfect! Batman stories deserve to be both serious and silly, and this is the first one I've seen that truly nails the tone of this character.
I prefer Dark Knight as a movie, but I think this is a better BATMAN movie, if that makes sense. A couple messy plot points and pacing issues hold it back a bit, but I could forsee a rewatch potentially bumping my score up to a 9. It'll be a real tough act to follow, but I truly can't wait to see what Matt Reeves has in store next.",True,0.065,0.826,0.11,0.9139
Mission: Impossible – Fallout,4.0,"HOLY SHIT THAT'S A HELICOPTER CHASE SCENE
This one's probably got the best third act in the series, which I think goes a long way in terms of making up for how rehashy the story is. Villain uses Julia to get to Ethan like in 3, threat of nuclear fallout like in 4, the same villainous group and the return of the main villain from 5. Hell, even the helicopters are an (albeit far expanded) echo of 1's climax. Yes, the action still rules, but I found this story to be a bit less engaging than the last 3. Cavill is a great addition though, and this one's got some of the best deception scenes in the series (rad that Wolf Blitzer was down for that). And yes, the rumors are true, this one actually made me cry a bit at the end (a series first).
I don't quite see one of the best action films of all time here, but it's another link in this exhilarating chain of a franchise. 4 bangers in a row with more to come apparently, how do you manage that?",True,0.097,0.731,0.172,0.964
Peter Pan,4.0,Honestly could have been the best classic Disney movie if it wasn't for... (gestures to the racism),True,0.162,0.553,0.285,0.4767
Being John Malkovich,3.5,"Honestly fuck Maxine, Lotte deserves so much better",True,0.238,0.341,0.421,0.3976
Moulin Rouge!,4.0,Honestly the spinning shot of Christian and Satine during Elephant Love Medley might be my favorite shot in any movie ever sorry not sorry,True,0.041,0.599,0.36,0.8785
Chicken for Linda!,4.0,"Honestly? I was rooting for Astrid the whole time, who tf just steals a chicken
Oooooooooh man I love stylized animation! Give me a unique sketchy vivid world with monochromatic characters over the pointless hyper-realism most American animated movies have been chasing any day of the week. Motion in a car looks so cool in this! Any scene with the lights turned off looks incredible! Boy oh boy do I love simple plots that lead to madcap shenanigans!
If the Academy doesn't nominate this for Best Animated Feature and Best Original Song (it seems eligible since its worldwide release was this year) then that'll be sooooooo embarrassing for them. But yeah knowing them they're gonna overlook all 3 of the lovely little musical numbers in this and instead nominate the credits song from the Netflix Jerry Seinfeld Pop-Tart movie (remember that was a thing????????)",True,0.024,0.798,0.178,0.9763
Hop,0.5,"Hop is a 2011 American live-action/computer-animated comedy film produced by Illumination Entertainment, in association with Relativity Media, and distributed by Universal Pictures. The film was directed by Tim Hill and produced by Chris Meledandri and Michele Imperato Stabile, with a screenplay written by Brian Lynch, Cinco Paul, and Ken Daurio. Paul and Daurio also conceived the film's story. The film stars James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, David Hasselhoff, Chelsea Handler, and Hugh Laurie. The film follows a young rabbit E.B. (Brand) who would rather drum in a band than succeed his father as the Easter Bunny, as Fred O'Hare (Marsden) have the title for himself.
Hop was released in theaters on April 1, 2011, by Universal Pictures, and earned $184 million. To date, it is the only Illumination Entertainment film that combines live-action photography with animation.",True,0.0,0.925,0.075,0.8834
Pocahontas II: Journey to a New World,2.5,How come both Johns had better chemistry with each other than with Pocahontas,True,0.0,0.805,0.195,0.4404
The Cat Returns,3.5,I 100% didn't want to marry a cat 5 seconds ago but now that I know this cat is cool? Damn ok I'll consider it,True,0.148,0.669,0.183,0.2707
Antz,3.0,"I am entirely baffled by nearly every single aspect of this film.
But I think I enjoyed it?",True,0.0,0.793,0.207,0.6652
Muppets from Space,4.0,I bet that dude who got whacked in the balls by Miss Piggy was so happy,True,0.079,0.688,0.233,0.6299
Click,,"I came into this world in a hospital that no longer stands.
The unfortunate truth about our awesome and terrible existence as a species is that the institutions we create will not last forever. Doors will be shuttered, and as the generations march on, so too will our life's work be lost to the cold, unfeeling annals of History.
However, this sentiment need not apply to art.
Indeed, our creations meant to challenge and entertain audiences may endure long after we and everything we have ever stood for crumble into dust. Artistic expression is among the most beautiful and everlasting Concepts humanity has been graced with, and to that end, it would not be unwise to express the sentiment that some works of art, in the vast Cosmos of our existence since the dawn of time, have shone brighter than others.
I stand before you today to inform you of a truly momentous and incomparable milestone. I have at long last achieved 1,000 logs on the website Letterboxd. Long have the masses expressed their surprise that I have not born witness to more feature films at this point in time, but this is merely a reflection of my desire to experience art in all of its forms. Painting, literature, theater, sculpture, and games of the video variety; there is simply so much to experience across different mediums that I cannot relegate all of my limited time on this Earth to merely partaking in Cinema. My horizons are simply too broad for me to achieve the number of logs more befitting of my status as a frequently followed user on this website.
And yet, despite the relatively limited amount of time I am able to devote to cinema, I adore it and rank it among my favorite forms of artistic expression. I stand in utter awe of the meticulous craft and personal stamp that goes into even the dullest of feature films. Of course, this sensation is amplified one hundredfold for the greatest accomplishments the medium has to offer.
With that said... One such film has remained my most anticipated for quite some time. I did not consider myself yet worthy to witness its sheer Glory; however I believe my cinematic profile has advanced far enough to the point where basking in its presence is a worthwhile reward for the amount of time I devoted to the act of experiencing cinema.
Returning to that now defunct hospital, in the dreary afternoon hours of January 9th, 1998, having just been brought into the world and beholding my mother and father's faces for the first time, I immediately spoke aloud the words that would define my life goal for the following 26 years.
'When I reach 1,000 logs on the website Letterboxd, I would like the movie I watch for this momentous Milestone to be the Academy Award nominated film Click (2006) starring Adam Sandler.'
There has been a seemingly infinite amount of academic discussion surrounding Frank Coraci's experimental science fiction Faustian masterpiece, and as such, I feel as if I have nothing to contribute to such rigorous and intelligent discussions held by far greater minds than mine. However, simply leaving you with the preparations I endured for the most significant viewing experience of my life, without delving into the act of the screening itself, would be hearsay to the vision and efforts of Coraci and Sandler. I simply would never be able to live with myself had I ended the review there.
The Academy Award nominated feature film “Click” is a story about rediscovering the euphoric value of life. Sandler’s character Michael Newman, his name a brilliant dual reference to the Biblical Archangel Michael, and the classic Sitcomian character “Newman” from the masterful intertextual experience that is Jerry Seinfeld’s Seinfeld, finds himself suffering from the mundanity of existence and desires a change. The brilliance of this narrative arrives in the form of Christopher Walken’s character Morty, his name a brilliant reference to the eternal classic series Richard and Mortimer.
By offering Michael the inciting remote, which allows him to alter various aspects of his life in unexpected and often quite humorous ways, Morty is essentially putting the onus of godlike power into the hands of a mere mortal, much like how Satan tempted Eve with the Apple of Knowledge in the earliest known text in human history, the Quran.
However, in a divine act of cosmic mercilessness, the remote begins to go haywire, teaching Michael about the inherent value of his wonderful life in the process. The remote is the source of all the good, the bad, and the ugly in Michael’s world. On the one hand, he is the Godfather of his own destiny. But on the other hand, his life collapses around him in an instant, as if he triggered an apocalypse now. Michael initially is so overjoyed by the prospects offered by the remote that it would not be unexpected to find him singing in the rain. And yet, the inherent darkness tied to such a device enables most of Michael’s life to be gone with the wind. Citizen Kane.
The sheer brilliance of Academy Award nominated film “Click” is how deftly and decisively it balances the comedic and dramatic tones inherent to it. Comedy is, of course, a farce; laughter for the sake of laughter is a waste of time and has no place in artistic discussion. However, the use of crass comedy, such as [insert crass scene from the movie here after I watch it] is merely a facade, a veil meant to masquerade the sheer dramatic heft hidden in the later stages of the film. For Click is a litmus test meant to dispel the nonbelievers, the doubters of Frank Coraci’s singular and divinely inspired vision. If you have the gall to doubt the sheer brilliance of this magnum opus of the cinematic medium, then far be it from me to try and steer you back towards the right path. Bluntly put, it’s ok if you give this a bad review. You’re just stupid, is all.
The Academy Award nominated film Click was everything I long yearned for it to be and more. What a momentous achievement in the art of storytelling, performance, cinematography, editing, directing, costume design, production design, original score, original song, documentary feature, animated feature, etc. (The makeup was the only somewhat unexceptional portion of the film.) By the grace of the Lord my God, the brilliant and incomparable Frank Coraci, I stand before you a changed man, a humbled and divinely inspired one. I can never achieve something that captures the raw dramatic potency of “Click”, and yet, if I devote the remainder of my time on planet Earth to capturing a mere 0.001 percent of the film’s majesty and exceptional artistry, then perhaps I can definitively say that my contributions to society at large will be worth remembering…at least for a little while.
I am no fool. After I am long gone, my creative endeavors may persist for perhaps a generation or two, at the absolute maximum. My contributions to this planet will crumble into dust, the foundations buckling under the demented weight of time immemorial. And yours will too. Over the course of constructing my analysis, a startling revelation began to take form within my mind. History is selective in terms of the artistic pursuits it chooses to preserve. We must collectively come to terms with the irrelevance of both our lives and the creations we produce and distribute for the consumption of the populace. Not every piece of art will endure forever.
Yet, Academy Award nominated film Click (2006) starring Adam Sandler will.
2 out of 10",True,0.041,0.781,0.178,0.9997
Unfrosted,1.5,"I came to an unfortunate revelation about 15 minutes into this limp embarrassing farce: the concept of a cereal company feud being treated with the same weight and importance as the space race is a genuinely funny idea.
I suppose it's quite an amazing feat to waste such a strong concept on some of the most deeply unfunny writing I've seen in quite some time. I laughed precisely once throughout this whole ordeal, and that was merely at the sight of Hank Schrader dressed up as Khrushchev. I suppose having a funny idea isn't really the same as being funny yourself, and it's a shame there wasn't any genuine comedic talent behind this script. Off the top of my head, I wonder why they couldn't have gotten, say, Larry David?
Can't wait for the bullshit credits song to be nominated at the Oscars next year.",True,0.127,0.712,0.161,0.7202
The Hunchback of Notre Dame,4.0,"I can never make up my mind about this one. It's a gigantic tonal mess with awful slapstick and comic relief, but this one ultimately has some of the best dramatic moments and songs in the entire Disney pantheon. The stage adaptation is better but kudos to Disney for really giving it their all with this one and creating a cult classic that's starting to gain more recognition as time goes on",True,0.04,0.671,0.289,0.9784
Atlantis: The Lost Empire,4.5,"I can't believe how amazing this movie is.
Then again, these are the directors behind Beauty and the Beast, Hunchback of Notre Dame, and The Madagascar Penguins in a Christmas Caper, so I can't believe I didn't expect this to be amazing.",True,0.062,0.785,0.153,0.6734
Ford v Ferrari,4.0,"I can't decide what's more shocking; the fact that this movie was actually pretty great, or the fact that this is the second Best Picture nominee this year where Tracy Letts plays a stuffy old rich dude who I don't like at first but actually starts to grow on me over time",True,0.06,0.755,0.185,0.7578
Spider-Man: Into the Spider-Verse,5.0,I can't think of another movie that genuinely gets better and better on repeat viewings to this extent. Wow.,True,0.0,0.625,0.375,0.8625
The Match-Stick Flame 2: Lunada Bay,2.5,I cried at the end. I think. Honestly it's all just kind of a blur,True,0.14,0.699,0.161,0.1027
The Tale of The Princess Kaguya,5.0,I didn't even know movies could be this good.,True,0.0,0.703,0.297,0.5228
Big Eyes,3.0,I didn't think Christoph Waltz gave a particularly good performance in this but I guess I should count myself lucky Tim didn't cast Johnny Depp instead,True,0.0,0.805,0.195,0.7
Indiana Jones and the Temple of Doom,3.0,I don't trust mfs who say this is their favorite Indiana Jones movie,True,0.162,0.659,0.18,0.0767
1941,1.0,"I feel like it's usually really reductive to say 'that's two hours of my life I'm never gonna get back' about a movie
But like",True,0.0,0.821,0.179,0.6124
Wizards,3.5,I feel like my life can now be separated into two distinct eras: 'pre-Wizards' and 'post-Wizards',True,0.0,0.857,0.143,0.3612
The Power of the Dog,3.0,"I feel like this movie really hinged on its performances to tell the story rather than relying on the script, which is why it bums me out that I was just not sold on the performances given by Kodi Smit-McPhee and especially Banana Mania Cucumbersnatch. The latter just didn't convince me he was a rough-and-tumble cowboy at any point and it severely dampened what could otherwise have been an incredibly compelling character study.
The pacing is rather glacial, which wasn't a deal-breaker thanks in no small part to the great score, stunning cinematography, and solid performances from Plemons and Dunst working with what little the movie gives them. I really wish I could like this movie as much as everyone else seems to; the intentions of the story are smart and well-realized on paper, I just wish the lead actors could have drawn me in outside of a few fleeting scenes.",True,0.055,0.806,0.139,0.9266
A Charlie Brown Thanksgiving,4.5,I fucking love watching Snoopy get bodied by that folding chair every Thanksgiving,True,0.0,0.728,0.272,0.6697
Creature from the Black Lagoon,2.0,I guess I just don't like G-rated horror movies devoid of interesting characters that abruptly end out of nowhere after blasting siren noises in my ears for 80 minutes and calling that a 'score',True,0.054,0.799,0.147,0.5556
The Eyes of Tammy Faye,3.5,"I had only ever seen Vincent D'onofrio as Kingpin before this, does he just talk like that for every role all the time",True,0.0,0.898,0.102,0.3612
Babe,3.0,I had to catch up on the Babe lore before watching Pig in the City for a video. Cute I guess. Should've been animated,True,0.0,0.885,0.115,0.4588
Open Season: Scared Silly,1.5,"I have officially watched 13 of the 26 Sony Animated movies. Exactly half of the ranking is in place.
This movie is currently one of the top 5 best ones.
Yeah.",True,0.0,0.773,0.227,0.802
Spencer,3.0,I hope Kristen Stewart and Jonny Greenwood's backs are okay from carrying this movie,True,0.071,0.647,0.282,0.5574
Lady and the Tramp,2.0,I hope she made lotsa spaghetti,True,0.0,0.633,0.367,0.4404
Ma Rainey’s Black Bottom,4.0,I hope they cleaned that piano in the rehearsal room,True,0.0,0.756,0.244,0.4404
She’s the Man,3.0,"I like how Olivia doesn't even consider the fact that she could be bi, just 'Oh yep I'm gonna date this guy I don't know at all because I fell in love with his sister who was impersonating him' like ??????????????????",True,0.0,0.75,0.25,0.9074
Opera,3.5,I like how that little girl just lived in that vent,True,0.0,0.8,0.2,0.3612
Edward Scissorhands,4.5,I like how the climax was the same as Beauty and the Beast a year before Beauty and the Beast came out,True,0.0,0.653,0.347,0.8779
Amistad,3.0,I like the part where the movie reaches a natural climax and then it keeps going for 45 more minutes,True,0.0,0.733,0.267,0.6369
Return of the Jedi,4.5,"I like this one better than A New Hope! Phenomenal sets and creatures, the best action of the trilogy, incredibly strong emotion. The fact that Luke doesn't give up on redeeming Vader, even when Obi-Wan and Yoda tell him Anakin is long gone, is immensely powerful.
The Ewoks are hilarious and I don't have much to complain about with them. Jabba slays me with all of his wacky line deliveries. Overall, the humor in this film works surprisingly well, to the point where it might be the funniest Star Wars film.
For a pretty flatly-written character at the time, Ian McDiarmid absolutely kills it as Palpatine. He manages to embody the ultimate evil in the galaxy while also bringing a fair share of humor to the table. There is something so hilariously petty about him smugly telling Luke 'I'm afraid the deflector shield will be quite operational when your friends arrive. ¯\_(ツ)_/¯' He's one of the great cinematic villains, and while the prequels did most of the heavy lifting to get him there, this movie is still a pretty vital piece of the puzzle.
Exciting, emotional, epic, and above all, fun, Return of the Jedi is undoubtably one of the best Star Wars films ever made.",True,0.091,0.655,0.254,0.9894
Madagascar 3: Europe’s Most Wanted,2.0,I like to move it move it out of the theater after the first 20 minutes are over cause wow the movie goes downhill hard,True,0.047,0.741,0.212,0.7096
RoboCop,4.0,I like when the robot fell down the stairs,True,0.0,0.762,0.238,0.3612
Titanic,4.5,"I liked how during every nighttime scene you could actually see everything that was happening onscreen, more movies should do that",True,0.0,0.877,0.123,0.4215
Kimi,3.0,"I liked it when she was in the apartment, after that ehhhhhhhhh. Congrats to this movie for being the first one to use dutch angles correctly though!",True,0.0,0.794,0.206,0.7574
At Land,4.0,I liked the guy with the mustache,True,0.0,0.682,0.318,0.4215
Inside Out 2,,I liked the part where Disgust used the Perceive ability from Apollo Justice,True,0.182,0.421,0.397,0.5574
The Wedding Singer,3.0,I liked the part where everybody clapped,True,0.0,0.682,0.318,0.4215
Goosebumps 2: Haunted Halloween,2.5,I liked the parts where Jack Black,True,0.0,0.682,0.318,0.4215
Spanglish,3.0,I liked the scenes where Adam Sandler was a chef because they reminded me of Jon Favreau's Chef (2014). If you know you know,True,0.0,0.891,0.109,0.4215
Fantastic Four,2.5,I liked when Johnny got launched into the Whopper sign and turned it into a Flame Grilled Whopper™,True,0.0,0.807,0.193,0.5106
Nausicaä of the Valley of the Wind,3.5,I liked when the big meatball man shot all the spaghetti tongued bugs,True,0.0,0.811,0.189,0.4215
My Neighbor Totoro,4.5,"I love how Totoro calls the cat bus for Satsuki and then he's like 'Alright, I ain't getting on that shit, my work here is done, peace'",True,0.095,0.582,0.323,0.8225
The Guardians of the Galaxy Holiday Special,4.0,I love these crazy idiots so much,True,0.207,0.431,0.362,0.4215
Kakushigoto,4.0,"I love wacky slice-of-life anime, Charlie! I LOVE WACKY SLICE-OF-LIFE ANIMEEEEEEEEEEEEE",True,0.0,0.488,0.512,0.8866
The Prince of Egypt,5.0,I mean this is basically the best animated film ever made,True,0.0,0.704,0.296,0.6369
A.I. Artificial Intelligence,4.5,I promise you will never in a million years guess where the plot of this movie goes,True,0.0,0.874,0.126,0.3182
I Lost My Body,3.5,I really gotta hand it to this movie,True,0.0,0.668,0.332,0.539
Dreamgirls,3.5,I somehow didn't realize that was Beyonce until the end credits,True,0.0,0.8,0.2,0.3612
Hundreds of Beavers,4.5,"I still remember getting invited to the Jim Thorpe Film Festival in 2023 and experiencing this comedic marvel with a huge crowd who laughed like crazy and loved every second. I distinctly remember thinking, 'God, the general public is gonna adore this as long as they actually get to see it.'
Nearly 2 years and 112,000 Letterboxd logs later, I couldn't be prouder of what Mike and Ryland have achieved. :)",True,0.054,0.631,0.316,0.9735
The Lion King 1½,3.5,I swear I've already watched this entire movie 3 times since Disney Plus launched,True,0.082,0.816,0.102,0.0772
Mike’s New Car,4.5,I think it's safe to say this is better than the entirety of Monsters University,True,0.0,0.691,0.309,0.7003
The Meyerowitz Stories (New and Selected),4.5,"I think Noah Baumbach has become my favorite screenwriter; his movies capture the complexity and messiness of relationships so effortlessly, be they friendships, marriages, or in this case, parental bonds (or lack thereof). There's a whole lot of truth in this script and these performances, and the film choked me up on more than one occasion.
The first half of the film is basically flawless but the second half loses the snappy, nonstop compelling dialogue in favor of slower, less interesting shenanigans and a really awkwardly edited fight scene. Couldn't really decide when to end either, but overall, another excellent entry in Baumbach's amazing repertoire.",True,0.105,0.691,0.204,0.919
The Lorax,1.0,I think the past 10 years of funny haha memes and epic Danny Devito moments distracted me from the fact that this is heinously awful lmao,True,0.149,0.58,0.271,0.6597
Rogue One: A Star Wars Story,3.0,"I think what ultimately prevents the magnificent Andor from elevating the installment it leads into, whereas something like Clone Wars did wonders for heightening the tragedy of Revenge of the Sith, is the fact that this film simply does not hinge on Cassian as a character the way Sith hinges on Anakin. Sure, I got more emotional at Cassian's fate in this film knowing the full context of his life, but before you get to that (and the admittedly still great final battle), you have to deal with bizarre pacing, an overstuffed roster of characters, some truly groan-worthy cameos, and the unmistakable stench of reshoots that don't paint this as the most cohesive film in the world. To top that all off, this simply isn't Cassian's story anymore. He still plays a crucial role, but this makes for a jarring and disjointed pseudo-finale to Andor, which I wouldn't mind so much if the actual Andor finale wasn't so insistent that you watch this movie to get the full picture. I know why they did that, it makes sense. But it doesn't stop me from wishing this film was a whole lot better. Krennic wasn't fruity enough here like he was in the show",True,0.083,0.772,0.145,0.9149
War Horse,1.5,I thought he was gonna kiss the horse multiple times,True,0.0,0.763,0.237,0.4215
Guardians of the Galaxy Vol. 2,4.5,"I ugly sobbed. I love this movie so fucking much. It's a top 3 MCU movie for me and I could watch it a million times without getting tired of it. I will be making a video about why this is a perfect sequel, don't you worry.",True,0.102,0.659,0.239,0.808
Memento,5.0,"I use habit and routine to make my life possible. Sammy had no drive, no reason to make it work. Me? Yeah, I got a reason.
Oh so this was as good as everyone else has been saying for decades huh",True,0.048,0.801,0.151,0.5842
Beetlejuice,3.0,I want a spinoff about the football players,True,0.0,0.843,0.157,0.0772
Luca,4.0,I want shorter Pixar movies with less ambitious stories filled with likable characters who vibe more and do less and I'm not kidding,True,0.051,0.787,0.162,0.4236
"Night Is Short, Walk On Girl",4.0,I want to live in Masaaki Yuasa's wacky incomprehensible gorgeous life-affirming world,True,0.0,0.654,0.346,0.6486
Song of the Sea,4.0,"I wanted to watch Wolfwalkers but Apple TV Plus declined my credit card :(
This is good too :)",True,0.128,0.498,0.374,0.8126
