name,user rating,user review
"Twilight",1.5,"Go see Argylle in theaters February 2nd 2024"
"Titanic",4.5,"I liked how during every nighttime scene you could actually see everything that was happening onscreen, more movies should do that"
"Piranha II: The Spawning",1.5,"I watched it for the exact reason you're thinking"
"Tetsuo: The Iron Man",3.5,"Even epicer the second time. 3 more rewatches and I'll finally give it 5 stars"
"Piranha",3.0,"More insane than I expected, less insane than I wanted"
"Aliens",5.0,"Sacrilege to say, I think I may slightly prefer this over the original Alien. I'm undoubtedly a sucker for emotional cores, which this movie provides in spades, while also being arguably Ripley's most compelling outing as a protagonist. (Despite my disdain for it, Alien 3 is a contender for that honor, though I think the equal measure of Ripley grappling with PTSD and stepping into a surrogate mother role for Newt puts her role in this movie over the top.) There's certainly more to be said, and perhaps I will express it all in the future. For now, let me just ponder why that mf Burke wore flannel to check out the potentially hostile alien planet"
"Alien",5.0,""
"Alien: Monday",0,"Felt a tad empty at parts without music/sfx (having them in the ship and cutting them out in space would've made a sick contrast) but overall a staggeringly impressive fan animation! Def feels like a labor of love by all accounts. And it's freeeeeeeeeeee"
"Alien: Covenant",2.5,"And the award for most predictable movie twist goes to...
As a certified Prometheus (2012) enjoyer, I felt as if this one was too cowardly to follow through on its predecessor's general tone and ideas in a lot of ways. The sole vast improvement this one offers over the previous film is David; an already great character who in this film becomes far and away the greatest non-Xenomorph antagonist to ever grace the series. Fassbender brings such fantastical and disturbing…"
"To Catch a Yeti",1.5,"Most interesting parts were when William was reading the instructions for recipes in the Sonic cookbook"
"Prometheus",3.5,"For all of its famous and well-documented faults, it's impossible to deny how thematically ambitious and rich this film is as a standalone story and a piece of the larger Alien franchise. Undeniably pretentious and heavy-handed with many illogical moments to be found, but weirdly beautiful and captivating at the same time. As grand from a directorial standpoint as you would hope, with enough heart pounding sequences and existential dread to overcome my initial skepticism of how much I could really get out of a mostly Xenomorph-less Alien movie. For being one of the most divisive blockbusters of the 2010s, I definitely wasn't expecting to come out of this one on the side of its fans. I think it's pretty good! Who knew?
If I was that guy at the beginning i simply would not have drank that"
"Whisper of the Heart",5.0,"Straight up religious experience seeing this on the big screen. When Seiji picked up his violin it was more hype than Cap picking up Thor's hammer"
"Becoming Jane",3.0,"I mean...it's no Pride and Prejudice (2005) but then again what is"
"Alien Resurrection",2.5,"One of the dumbest franchise sequels I've ever seen in my life, completely betraying the tone of the original films. I had a fucking blast with it.
It really helps that Alien 3 single-handedly destroyed my investment in anything post-Aliens that happens in this universe. So sure, why not? Why shouldn't every person 200 years in the future act like a ridiculous cartoon character? Why shouldn't a Ripley clone be ballin? At this point all I really wanted was something…"
"Alien: Romulus",3.5,"Stupidly well directed and tense for what is ultimately a pretty standard legacy sequel. Multiple sequences had me gripped and temporarily paralyzed with fear (shout out to the anti-gravity acid scene for being particularly unique) before I remembered 'Oh yeah, I don't need to speculate about anyone's survival since I've seen the original Alien.' It feels like a crime to waste Fede Álvarez, Cailee Spaeny, and David Jonsson's immense talents on something so predictable and unambitious, but I'd be lying…"
"Alien³",2.0,""
"Chicken for Linda!",4.0,"Honestly? I was rooting for Astrid the whole time, who tf just steals a chicken
Oooooooooh man I love stylized animation! Give me a unique sketchy vivid world with monochromatic characters over the pointless hyper-realism most American animated movies have been chasing any day of the week. Motion in a car looks so cool in this! Any scene with the lights turned off looks incredible! Boy oh boy do I love simple plots that lead to madcap shenanigans!
If the…"
"Beyond the Infinite Two Minutes",4.5,"It's up to you whether you go or not. You'll go, though!
This is a message from 70 minutes in the future. Click on the link below right now, and watch this overlooked gem on Tubi for FREE. It's FREE! And only 70 minutes! It's so good!!!! You won't regret this!
tubitv.com/movies/671945/beyond-the-infinite-two-minutes"
"Slam Dunk Ernest",2.5,"Ernest is described as 'the hardest working cracker in basketball' in this"
"The Dirt Bike Kid",2.5,"It's crazy how the magic dirt bike has nothing to do with the actual plot of the movie"
"Saving Bikini Bottom: The Sandy Cheeks Movie",1.0,"This shit is so ass! My friends were logging it and I felt left out so I watched it too, in case you needed an answer to the question 'Would I jump off a cliff if all my friends were doing it'
A Sandy AMV of Pink Pony Club by Chappell Roan would go kinda hard ngl. I ain't making that cause that requires looking at this bitch ass movie more. The onus is on you, the reader. Make that for me"
"House",4.0,"Might be more jealous of the unabashed creativity and insanity on display in this movie than I am for any other movie in existence"
"Ryan’s Babe",3.5,"Forrest Gump if it was Canadian and good"
"Showgirls 2: Penny’s from Heaven",0.5,"HOW IS IT THIS LONG NOTHING FUCKING HAPPENS"
"Good Time",5.0,""
"Deadpool & Wolverine",2.5,"Achieved my dream of seeing Matthew Macfadyen on the big screen for the first time"
"Ocean’s Thirteen",4.0,""
"Ocean’s Twelve",3.5,""
"Ocean’s Eleven",4.0,"A couple days ago I was grabbing dinner at this nice new ramen place. There I was, content with my noodles, oblivious to the world around me. Before my food arrived, I caught a few glimpses of a movie playing on the large flat-screen across from my table. Images of George Clooney and a fresh-faced Matt Damon flooded my eyeballs, and I vaguely recognized the film based on years of cultural osmosis. One of those Steven Soderbergh Ocean movies, I…"
"Despicable Me 4",2.5,""
"Corpse Bride",4.0,""
"The Soccer Football Movie",1.0,"If I had a nickel for every time this movie references The Thing, I'd have two nickels. Which is coincidentally what this movie cost to make"
"The Triplets of Belleville",4.0,"This movie has the world's slowest car chase and it's epic"
"22 Rooms",4.0,"Arthouse YouTube Poop. I got very scared when Kirby went underwater for a long time"
"Song of the Sea",4.0,"Tale of the Princess Kaguya (Good Ending)"
"Spirit: Stallion of the Cimarron",4.0,"This movie is amazing except for the parts that suck but those parts are extremely fucking funny"
"Inside Out 2",0,"I liked the part where Disgust used the Perceive ability from Apollo Justice"
"The Lady Eve",3.5,"What if they actually were two different women though"
"When Marnie Was There",3.5,"Does NOT hold up as much on rewatch dawg. What am I supposed to be feeling during the scenes that are extremely romantic coded"
"Hoffmaniada",0,"Came in halfway through, but I respected what I saw enough to maybe check it all out later in the future, and you should too"
"Tokyo Gore Police",3.0,"Fun for the whole family"
"Furiosa: A Mad Max Saga",4.0,"Sickest damn revenge I've ever seen in a movie. Diabolical.
Shoutout to that guy at the Cinemark who recognized me! I would say you made my day, but like, I watched Furiosa right after soooooo"
"Happy Feet Two",1.0,"The ONLY reason this isn't a 1/10 is because I like Under Pressure"
"Happy Feet",1.0,"I hate this movie's guts"
"Lorenzo’s Oil",4.5,"The weirdest George Miller movie in the sense that it's the only one that's just completely normal"
"Three Thousand Years of Longing",3.5,"My heart's desire is to give this 4 stars...but maaaaaan the third act was rough"
"Yonggary",3.0,"Maybe definitely the most epic bad movie I've ever seen. Could not stop laughing at the 60th time the military guys shot missiles at Yonggary and missed, destroying a bunch of buildings and presumably killing innocent people instead"
"The Witches of Eastwick",4.5,"If this came out today most of the top reviews would just be 'do they need a fifth'"
"At Land",4.0,"I liked the guy with the mustache"
"Babe: Pig in the City",4.0,"This is so much better than the first film it's insane"
"Babe",3.0,"I had to catch up on the Babe lore before watching Pig in the City for a video. Cute I guess. Should've been animated"
"Mad Max Beyond Thunderdome",2.5,"The first Mad Max movie that screams 'from the director of Happy Feet'"
"Mad Max 2",4.5,"Fury Road may be better but does that movie have a helicopter guy? I didn't think so"
"Mad Max",4.0,"Definitely gives off 'we ran out of budget' vibes in the third act but overall an absurd directorial debut. The score goes insanely hard! I spent the whole movie thinking 'Well yeah, obviously Brian May of Queen would turn out something this phenomenal' and then I checked Wikipedia afterwards and it was a different Brian May"
"Mega Python vs. Gatoroid",1.5,"You know what? I've seen worse"
"May the 12th Be with You",0.5,"Holy shit THAT'S what Marge sounds like now????? Please free Julie Kavner oh my God
Deeply dire, artless, soulless, godless abomination. What are the jokes in this? When a ship lands and Ahsoka walks out of it, what's the joke there? That Ahsoka showed up??? And why does she have that fuckass Hutt baby from the Clone Wars movie?
The credits music is literally just a random piece of the Phantom Menace score from the scene where they leave Coruscant for Naboo. It doesn't even fit here! What are you DOING"
"Queen Christina",4.0,"Omg there was only one bed"
"Away",3.0,"Watch out Phil Nibbelink, there's a new animator who made an entire film by himself in town
Didn't grip me the whole time but I appreciate the look, feel, and overall ambition!"
"Ernest Goes to Africa",1.0,"I expected the 'Madagascar: Escape 2 Africa' of the Ernest franchise and instead I got the 'Cars 2' mixed with racism"
"Unfrosted",1.5,"I came to an unfortunate revelation about 15 minutes into this limp embarrassing farce: the concept of a cereal company feud being treated with the same weight and importance as the space race is a genuinely funny idea.
I suppose it's quite an amazing feat to waste such a strong concept on some of the most deeply unfunny writing I've seen in quite some time. I laughed precisely once throughout this whole ordeal, and that was merely at the sight…"
"Oldboy",3.5,"The twist was very obvious but I still gasped"
"Jesus Christ Superstar",3.0,"No offense to Judas in this, but we're with the pet hospital down the street, and I understand you have a dying animal on the premises"
"ted",4.0,"Is he doing fucking Pippin?"
"Mad Max: Fury Road",5.0,"Watched this for the first time in years, completely forgot that one of Joe's henchmen just looks like The Penguin"
"Spider-Man 3",5.0,"Cycles between one of the most compelling, devastating portraits of a morally shaken hero ever put in a comic book movie, and some of the most batshit insane structural and narrative decisions the genre has ever seen. The resulting mixture is so tantalizing, so impossible to look away from, that it honestly confounds me whenever I try to pinpoint a legitimate critical score for it. There is simply nothing like Spider-Man 3. I go into it excited for its legendary…"
"Challengers",4.5,"Tashi's kid looks to be a little under 8 years old. Interesting"
"Knuckles",2.5,"If you thought Episode 4 was the worst one then you are weak and will not survive the winter"
"The Once and Future Griffith Observatory",4.0,"When Leonard Nimoy walked into the theater and saw himself onscreen I pogged"
"Sherlock Jr.",4.0,"I was like 'Yeah this is fine I suppose' at first, and then the climax ended up being one of the most insane things I've ever witnessed. This guy's very good at pool!"
"Bigfoot’s Wild Weekend",1.0,"WHERE THE FUCK WAS BIGFOOT FOR MOST OF THIS"
"Lightyear",1.5,"Was curious if this was still ass so I threw it on in the background while playing Pikmin. Boy is it ever still ass! Taika Waititi should be banned from voice acting!"
"Black Narcissus",4.0,"If I was an audience member in 1947 some of the edits and musical cues in this would make me shit myself"
"Persepolis",4.0,"Idc if you hate reading, you GOTTA check out the original graphic novel if you love this film"
"Wizards",3.5,"I feel like my life can now be separated into two distinct eras: 'pre-Wizards' and 'post-Wizards'"
"Eega",4.0,"Do NOT read a plot synopsis of this movie, just watch it. You will not be disappointed"
"Rear Window",3.5,"Always nice when your girlfriend takes an interest in your hobbies"
"The Spider Within: A Spider-Verse Story",3.5,"Miles faces his greatest adversary yet: the cosmic clone that copies your movements in Mario Galaxy 2"
"Anastasia: Once Upon a Time",1.0,"A movie with an absolutely batshit premise and zero actual plot. What a winning combo!"
"Neon Genesis Evangelion: The End of Evangelion",0,"Wake me up when the last two episodes of the show come to theaters"
"Game Night",4.0,"Only unrealistic part of the movie was when they all caught that egg"
"Nosferatu",2.0,"'Remix culture is an amazing and valid form of artistic expression' and 'this fucking blows' are two statements that can and should exist"
"Monster House",3.5,"8 year old me was WRONG this movie kinda rules"
"Jimmy Neutron: Boy Genius",3.0,"It is extremely funny that this is an Academy Award nominated film"
"Babylon",3.5,""
"Kung Fu Panda 4",0,"bullshit"
"Megamind",4.5,"Watching this after the Doom Syndicate is probably how Lazarus felt after Jesus brought him back from being dead"
"Low Blow",1.5,"It was a movie I suppose"
"Megamind vs. the Doom Syndicate",0.5,"OppenheimerStare.jpg"
"Dune: Part Two",4.5,"Hey man, I get it, I don't really want to visit the South either"
"Click",0,"I came into this world in a hospital that no longer stands.
The unfortunate truth about our awesome and terrible existence as a species is that the institutions we create will not last forever. Doors will be shuttered, and as the generations march on, so too will our life's work be lost to the cold, unfeeling annals of History.
However, this sentiment need not apply to art.
Indeed, our creations meant to challenge and entertain audiences may endure long after…"
"My Big Fat Greek Wedding",3.5,"Not a competition but the Greek Orthodox church I grew up in is WAY nicer than that one"
"Dune",4.5,"My 1000th Letterboxd log is coming up. You might think I'm gonna line it up so it ends up being Dune 2.
If so you'd be dead wrong"
"Luca",4.0,"Still holds up as a wonderful addition to the Pixar canon! Why don't we talk about it anymore?"
"Munchie",3.0,"This is actually a pretty good movie if you get rid of Munchie"
"The Visitor",1.5,""
"Northanger Abbey",3.0,"My gf gaslit me into thinking Captain Tilney was played by Alan Rickman the whole time. I was just like 'Huh. Ok sure I can see it' and then we found out that it wasn't him afterwards"
"Little Women",5.0,""
"Daddy Daughter Trip",1.5,"Dude the fact that less than 200 people have even logged this movie is funnier than any joke in the movie itself. Rob Schneider's career is COOKED man"
"Madame Web",1.0,""
"The Wedding Singer",3.0,"I liked the part where everybody clapped"
"Taylor Tomlinson: Have It All",4.0,"The funny"
"Mickey’s Rival",0,"Watched it for Mortimer (ha cha cha)"
"Queen Dracula",0.5,"For once it's my own damn fault I watched this and not William's"
"The Zone of Interest",3.0,"A chilling directorial achievement with some of the most purposeful sound design I've ever heard. And yet, I couldn't help but feel that the film was very one-note; deliberately so, I'm sure. Even so, the banality of evil can only sustain a horrific on-screen atmosphere for so long. I was chilled to the bone during the first half of the film and only felt that same sensation in fleeting moments during the second half (the piano scene, when the boy locks his brother in the greenhouse, etc.) I appreciate what the film was going for but I can't say it remained effective for me personally the entire way through."
"Interstellar",4.5,""
"Dunkirk",2.5,"Still does not grab me in the slightest but that's simply a consequence of my incurable aversion to Oscar-nominated war movies and not because of any problems with the film itself. When Cillian Murphy had PTSD I was sad :("
"Tenet",2.5,"Simultaneously Nolan's most ambitious and pedestrian work. Scientists will be studying its unique brand of mediocrity for years to come"
"The Dark Knight Rises",2.5,"Just as good as I remember it!"
"Miranda Sings Live… Your Welcome",0.5,"i watched this against my will
How was anyone surprised about her being a groomer???"
"The Dark Knight",5.0,"If you told me out of all the Batman movies this is the one where he goes to a rave, I would not believe you"
"Inception",4.5,"persona 5"
"The Prestige",4.5,""
"Batman Begins",4.0,"Could not take Bruce Wayne seriously whenever he wore a suit, like I'm sorry that is just Patrick Bateman to me"
"Hercules in New York",1.0,"A hate crime against the Greek people"
"Insomnia",4.0,"First 30 minutes: 'Wow this guy is really good at his job'
30 minutes in: 'Never mind'"
"Memento",5.0,"I use habit and routine to make my life possible. Sammy had no drive, no reason to make it work. Me? Yeah, I got a reason.
Oh so this was as good as everyone else has been saying for decades huh"
"The Web",5.0,"This is still the best thing he's directed"
"The Curse",4.0,""
"Following",3.0,"Very much feels like a student film trying to emulate Nolan's style, so in other words, the most 'first directorial feature' movie to ever be a first directorial feature"
"Romeo & Juliet: Sealed with a Kiss",5.0,"It's my birthday and Jess said I could pick the movie"
"Barbie",4.5,"Still the most fun movie of the year but man some of those real world scenes kinda drag"
"BlackBerry",4.5,"They should've hired someone who graduated from one of Canada's top business schools with really good grades"
"Dreamgirls",3.5,"I somehow didn't realize that was Beyonce until the end credits"
"Rye Lane",4.5,"So this is that buddy Eric you guys keep talking about in your reviews"
"RoboCop",4.0,"I like when the robot fell down the stairs"
"Priscilla",3.5,"Every time Elvis mentioned the Colonel I got Tom Hanks ridden war flashbacks"
"American Fiction",3.0,"Compelling social satire plotline forced to fight for screentime with entirely disconnected, rather uninteresting family drama. Many of the ideas in the main plot come out half-baked and unexplored as a result (the musical A Strange Loop covers a lot of similar ground in a more engaging way imo). Still, strong Jeffrey Wright and Sterling K. Brown performances, and genuinely very funny. The RBG posters in the publisher lady's office was a great bit"
"They Cloned Tyrone",3.5,"They really make you wait for the character named Tyrone in this"
"Oppenheimer",4.5,"Einstein appears in three different moments in time in this film and in two of them he has a silly hat on. Why doesn't he have a silly hat in the third moment. Christopher Nolan explain yourself. Where is the third silly hat"
"Anatomy of a Fall",4.0,""
"BLUE EYE SAMURAI",5.0,"One of the most insane, vividly compelling action shows I've had the pleasure of seeing in quite some time, taking well-worn and familiar elements and gradually twisting them in ways that genuinely surprised me across the entire season, while tying everything together with one of the most unique and interesting internal conflicts I've seen a protagonist grapple with. A tour-de-force, too good for Netflix, simply earth-shattering in its sheer quality. Watch it immediately to help ensure it doesn't get cancelled before its story concludes."
"Honky Tonk Freeway",2.5,"Kinda just a bunch of nonsense thrown together with no rhyme or reason, but hey, there could've been worse movies to end the year with!"
"Fear & Shame",5.0,"How is this man real"
"Earth Girls Are Easy",4.0,"This is genuinely so good"
"Dream Scenario",4.5,""
"Theater Camp",3.0,"Ben Platt redemption arc?"
"Bug Buster",1.5,"Once you get past the first 70 minutes out of 90 it's actually pretty fun"
"Dungeons & Dragons: Honor Among Thieves",4.0,"BALDUR'S GATE MENTIONED"
"Pokémon Concierge",3.5,"Where Lotad 😡"
"Godzilla Minus One",4.0,"Is it normal to come out of one of these movies having enjoyed the human characters more than Godzilla?"
"Chicken Run: Dawn of the Nugget",2.5,"Mid 2000s direct to DVD ass sequel"
"Poor Things",4.5,"Mark Ruffalo looks way too much like Lalo Salamanca in this"
"Bottoms",4.0,""
"Silent Night, Deadly Night Part 2",3.0,"Garbage Day is 10 times funnier when you know the context"
"The Killer",3.0,"Feels weird to describe a David Fincher movie about a hitman as 'cute' but that's the general vibe I'm getting. A good time"
"Maestro",3.0,"Not the worst Oscar bait I've seen, though considering how desperately Bradley Cooper wants to win one, it is really funny that Carey Mulligan acts circles around him in every scene they're both in"
"Teenage Mutant Ninja Turtles: Mutant Mayhem",3.5,"They really milked that one joke huh"
"The Rapsittie Street Kids: Believe in Santa",0.5,"ANIMATION. IS. CINEMA."
"The Boy and the Heron",5.0,"His best since Spirited Away. I do not say that lightly."
"May December",4.5,"Wanted to crawl out of my own skin for basically the entire runtime"
"Grandma Got Run Over by a Reindeer",2.0,"no"
"She’s the Man",3.0,"I like how Olivia doesn't even consider the fact that she could be bi, just 'Oh yep I'm gonna date this guy I don't know at all because I fell in love with his sister who was impersonating him' like ??????????????????"
"Chicago",4.0,"Rob Marshall's immediate falloff as a director after this needs to be studied"
"The Holdovers",5.0,"There's a handshake in this that feels more overwhelmingly warm and emotional than most hugs I've seen in movies"
"Scott Pilgrim vs. the World",4.5,"BREAD MAKES YOU FAT?!"
"Eight Crazy Nights",1.0,"Holds the world record for the most times I've asked 'Wait, was that meant to be a joke' while watching a movie"
"Wish",2.0,"I will forget everything about this movie by tomorrow"
"Scott Pilgrim Takes Off",4.5,"This is like expecting a Christmas present that's really cool but it's something you already own, and instead you get something brand-new that's equally as cool"
"Bride & Prejudice",3.0,"#NotMyDarcy"
"Killers of the Flower Moon",4.0,""
"Clueless",3.5,"Everyone I watched this with erupted with applause when Wallace Shawn first appeared onscreen"
"The Rocky Horror Picture Show",5.0,"In middle school I assumed everybody loved this movie because it was so bad it's good.
Now I realize that everybody loves it because it's just kind of a perfect movie. Like, name a single thing you would change about it. You can't.
Someone showed up to our midnight screening dressed as the Lorax"
"Pride & Prejudice",4.0,"Mr. Darcy rocking a V neck in the climactic scene. Peak cinema right there"
"Camelot",3.5,"They cast the most Italian man alive and said 'Yeah he's French don't question it'"
"The Wolf House",3.5,"The type of movie 'animation is cinema' mfs on Twitter will go their entire life without watching"
"Once Upon a Studio",4.5,"Kind of impossible not to be charmed by; a true labor of love that feels less like 'look at all these things we own' and more like 'look at all these things we made'. Big fucking difference!
Yeah I teared up a little at the Quasimodo bit what of it"
"Past Lives",4.0,"Nora and I have the exact same laptop so every shot of her using it was extremely disorienting. Like I was seeing my laptop inside of my laptop. Laptopception. The movie was great too I guess"
"Dear Dictator",1.5,"For some weird reason I have a craving for Subway after watching this!"
"Porco Rosso",4.0,"The only movie that captures the sheer intensity of the Dogfight mode from Wii Sports Resort"
"Ready Player One",1.5,"There was not a single frame of this movie where I thought to myself 'Steven Spielberg directed this'"
"Duel",4.0,"Spielberg now: 'I'm a family friendly director!'
Spielberg during the 70s: 'What if a truck driver wanted to murder you'"
"Schindler’s List",5.0,"As iconic, almost mythic of a filmmaker Steven Spielberg is, this is the sort of film you would never imagine he has in him. Masterpiece in every sense of the word."
"Close Encounters of the Third Kind",4.0,"Oh so THAT'S where that scene in Monsters vs Aliens came from"
"West Side Story",3.5,"My two favorite Steven Ss (Spielberg and Sondheim) are both insanely talented, and it's impossible to not have a smile on my face during the musical numbers
However...it just occurred to me after 12 years of being a theatre kid that I just don't like this musical's story or main characters that much"
"Empire of the Sun",3.0,"Kind of feels like the exact middle ground between overly whimsical and sentimental Spielberg, and 'director of Schindler's List' Spielberg. He's getting to the point where he can effectively direct a powerful drama, just give him time."
"Mr. Boogedy",1.0,"Better Disney Plus content than Artemis Fowl"
"Poison",4.5,"Everybody gangsta until Wes Anderson pulls out the shaky cam"
"The Rat Catcher",4.0,"I know the gimmick is that these are meant to be plays, but c'mon, we were robbed of a stop motion ferret"
"The Wonderful Story of Henry Sugar",3.5,"Obviously confirms that Benedict Cumberbatch would be a perfect fit for Wes's recurring ensemble, but holy shit, can we get Dev Patel in every Wes Anderson movie from now on?"
"Indiana Jones and the Kingdom of the Crystal Skull",2.5,"A pretty good movie if you turn it off once they get to Peru"
"Six-String Samurai",3.0,"Why that kid look like Jake Lloyd tho"
"Manos: The Hands of Fate",1.0,"Manos: The Hands of Fate was praised for its visual effects, performances, production values, direction, score, cinematography, story and emotional depth. Among other awards, it was nominated for 14 Academy Awards and won 11, including Best Picture and Best Director, tying Ben-Hur (1959) for the most Academy Awards won by a film. With an initial worldwide gross of over $1.84 billion, Manos: The Hands of Fate was the first film to reach the billion-dollar mark. It was the highest-grossing film…"
"Indiana Jones and the Temple of Doom",3.0,"I don't trust mfs who say this is their favorite Indiana Jones movie"
"Minority Report",4.5,"Heavy Rain if it was good"
"Romeo & Juliet: Sealed with a Kiss",5.0,"Perhaps the best movie"
"Sharktopus vs. Whalewolf",1.0,"Best part of the movie was when my girlfriend tweeted this: twitter.com/lavenderwhaley/status/1703200335689310320?t=vQH2Pu3I4jDDXLSV9usj7w&s=19"
"What’s Up: Balloon to the Rescue!",0.5,"THE DEMON OF BABYLON DISGUISES HIMSELF WITH THE COAT OF THE RIGHTEOUS"
"The Color Purple",3.5,"Don't really know what to say so I just wanna point out that there's a guy named Adolph Caesar in this. Like what an unfortunate name to have"
"Hook",2.5,"One of the most endearing and likable bad movies I've seen :)"
"Funny Girl",3.5,"She's so crazzzzzzzzy! Love her!!!!!"
"WALL·E",4.5,"Do you guys think Schaff is making a Pixar ranking"
"Indiana Jones and the Last Crusade",5.0,"I've always been a little hung up on some of the excessive silliness and some of the similarities to Raiders' formula, but on this rewatch, it finally hit me that this is my favorite adventure movie of all time. Why the hell shouldn't it get 5 stars"
"The Post",4.5,"Why did Saul Goodman tell the flight attendant he had government secrets on the plane? Is he stupid?"
"War Horse",1.5,"I thought he was gonna kiss the horse multiple times"
"Catch Me If You Can",4.0,"'Frank...you're not a Lutheran?' might be the funniest line in any Spielberg movie"
"Muppet Treasure Island",3.0,"The puppetry was very good!"
"Munich",3.5,"Good movie but could not take the, uh, climax seriously"
"The Lost World: Jurassic Park",1.5,"Dr. Ian Malcolm was such a better character when I knew less about him.
This is about as bad as the hardcore Crystal Skull haters say Crystal Skull is"
"Jurassic Park",5.0,"I have seen the light.
Been watching a lot of Spielberg lately, and out of what I've seen so far, this is the movie he directs the FUCK out of the most.
Jeff Goldblum in this has more rizz than any man who ever lived"
"Over the Garden Wall",3.5,"Reminds me of Infinity Train Season 1! You know, the nice, charming, good one that paved the way for the masterpieces that were Seasons 2 and 3
Though to be fair Infinity Train doesn't have Greg"
"Amistad",3.0,"I like the part where the movie reaches a natural climax and then it keeps going for 45 more minutes"
"Lincoln",2.0,"Yo Jess, you gotta, uh, get the fucking best doctors in the city, tell em to get to the theatre RIGHT FUCKING NOW. And if he, uhh, doesn't fuckin pull through and we gotta get a funeral going, dust off my rap costume cause it's time for a fucking L to the OG reprise"
"Blood Debts",1.0,"William needs to be stopped"
"The BFG",1.5,"A giant gets hit in the balls"
"Always",1.0,"For the first time when working on one of these ranking videos, I found a movie so boring and bad that I straight-up couldn't finish it in one sitting. I paused it halfway through and watched The Adventures of Tintin. It takes a truly special piece of shit for me to need a palette cleanser by the halfway mark. Fuck this stupid ass creepy as hell big-budget Hallmark movie."
"The Adventures of Tintin",4.0,"Dial of Destiny who? In this house we watch the REAL Indiana Jones 5"
"War of the Worlds",4.0,"Why tf did they have to show the aliens onscreen, I was actually taking them seriously before then 💀"
"Freaked",4.0,"How the fuck was this actually good"
"Puss in Boots: The Last Wish",4.5,"I made an unspeakable cut of this movie that the world is not ready for"
"Faust: Love of the Damned",1.0,"Fun for the whole family!"
"We Bought a Zoo",2.5,"My 900th log! I knew I had to do something special for it, which is why I watched peak cinema
Extremely predictable and basic, but also kind of impossible to hate? Like, gosh darn it, Matt Damon is so earnest about buying that fucking zoo that you gotta respect him for it. Glad I was able to find enjoyment in something this schmaltzy considering how the Ted Lasso finale made me want to gouge my eyes out"
"1941",1.0,"I feel like it's usually really reductive to say 'that's two hours of my life I'm never gonna get back' about a movie
But like"
"Super Shark",1.5,"Jerma shark movie Jerma shark movie"
"How to Take a Bath",1.5,"Erm what the scallop?"
"A.I. Artificial Intelligence",4.5,"I promise you will never in a million years guess where the plot of this movie goes"
"Cinderella: Once Upon a Time in the West",1.0,"Olivia: I'm going to make my review Rango at home
William: We have Rango at home at home
Olivia: letterboxd.com/livmendel/film/cinderella-once-upon-a-time-in-the-west/"
"The Killing Death",1.0,"This is elder abuse"
"Barbie",5.0,"Ken outta Ken"
"Oppenheimer",4.5,"Kinda speechless ngl. Glad I decided to see Barbie tomorrow cause this is NOT a feature you want to pair with anything. Gonna spend the rest of the day lying down, trying to process all of this, and crying. Or maybe I'll just play more Pikmin 4 idk"
"Ruby Gillman, Teenage Kraken",1.5,"When I'm in a 'most cliche animated film' competition and my opponent is Ruby Gillman Teenage Kraken: 😱"
"Raiders of the Lost Ark",4.0,"Belloq really is the most despicable villain ever, he's a Nazi ally AND he's French"
"Much Ado About Nothing",3.5,"If there's one thing Shakespeare was missing, it's brooding Keanu Reeves"
"The Grand Budapest Hotel",5.0,"'Did he just throw my cat out the window?'"
"The French Dispatch",4.5,"On this rewatch I really came to appreciate how theatrical the blocking and sets are. Complain about the anthology format all you want but I'd argue it's among Wes's best-directed. I've never seen a movie that looks quite like this one before"
"Beauty and the Beast",5.0,"Tonight I watched a goddamn 4 hour cut of all 3 Beauty and the Beast movies stitched together
It was maybe the hardest thing I ever had to watch? 3/10, it is insane how the full story is so much less than the sum of its parts."
"Belle’s Magical World",0.5,"AAAAAAAAAAAAAAAAAA FUCK I HATE THIS ISJENFIDJWHDJFOENEHFIOGNEHEOFNEHEOFO43BJFOFN2BDFKEUCO4EVXPENFBXPOHRO3O2HFJ2ORO3PRHDJFPCJEFHFI"
"Beauty and the Beast: The Enchanted Christmas",2.0,"Wake me up
Wake me up inside"
"Moonrise Kingdom",4.0,"The moon doesn't rise once in this whole movie wtf"
"The Darjeeling Limited",4.0,"The fact that this came out a year after Cars is so funny to me like Owen Wilson played this broken guy trying to physically and emotionally heal from his wounds and reconnect with his brothers a year after stepping into the voice booth and going 'KACHOW' 50 times"
"The Life Aquatic with Steve Zissou",3.0,"We need a spinoff about Willem Dafoe's character pronto"
"Lady Bird",5.0,"hella tight movie"
"Isle of Dogs",3.0,"The only time in recorded history when Greta Gerwig made a movie worse"
"Fantastic Mr. Fox",4.5,"Most definitely the orangest movie ever made"
"The Royal Tenenbaums",4.5,"Probably the Wes film that hits the hardest emotionally, I'm gonna be fucked up for at least a week after watching this one"
"Nimona",4.0,"Woulda been 5 stars if Todd was voiced by Will Arnett"
