name,user rating,user review
The Master,4,For a cult leader he was pretty chill honestly
Prometheus,3.5,"For all of its famous and well-documented faults, it's impossible to deny how thematically ambitious and rich this film is as a standalone story and a piece of the larger Alien franchise. Undeniably pretentious and heavy-handed with many illogical moments to be found, but weirdly beautiful and captivating at the same time. As grand from a directorial standpoint as you would hope, with enough heart pounding sequences and existential dread to overcome my initial skepticism of how much I could really get out of a mostly Xenomorph-less Alien movie. For being one of the most divisive blockbusters of the 2010s, I definitely wasn't expecting to come out of this one on the side of its fans. I think it's pretty good! Who knew?
If I was that guy at the beginning i simply would not have drank that"
Queen Dracula,0.5,For once it's my own damn fault I watched this and not William's
Dear Dictator,1.5,For some weird reason I have a craving for Subway after watching this!
Always,1,"For the first time when working on one of these ranking videos, I found a movie so boring and bad that I straight-up couldn't finish it in one sitting. I paused it halfway through and watched The Adventures of Tintin. It takes a truly special piece of shit for me to need a palette cleanser by the halfway mark. Fuck this stupid ass creepy as hell big-budget Hallmark movie."
Ryan’s Babe,3.5,Forrest Gump if it was Canadian and good
Catch Me If You Can,4,'Frank...you're not a Lutheran?' might be the funniest line in any Spielberg movie
Bambi II,2.5,Friend Owl really out here finding hot single does in your area
The Iron Giant,3.5,"From a purely directorial standpoint, this has all the hallmarks of Brad Bird's signature genius. It's also pretty solid emotionally with some excellent animation to boot. I really wish I could join the rest of y'all in saying it's a 10/10 masterpiece, but much like HTTYD2, I just have a ton of story and character problems that piled up over time.
The villain is a horrendously embarrassing and annoying dipshit, the mother is sidelined incredibly hard, the beatnik guy is incredibly hard to pin down a motivation for, the fact that Hogarth starts playing with the robot immediately before the army has even left the town just reeks of contrived conflict and idiocy, I could go on.
But it's still a good movie and I still like it for all the same reasons everyone else likes it despite my problems with it k thx bye"
The Lion King,1,Fuck
Far Far Away Idol,5,Fuck it 5 stars
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,4,"Fuck it I'm reading the manga, I need to know how best boy Ishigami's Christmas Eve went"
Tangled,4,Fuck that stupid bitch-ass I See the Light song for making me cry again
Surf’s Up 2: WaveMania,0.5,Fuck you you fucking piece of shit fuck fuck fuck
Judas and the Black Messiah,4.5,"Fuck, man. What else is there to say?"
Hundreds of Beavers,4.5,"Fucking incredible, no notes"
Dear Evan Hansen,1,Fucking reprehensible. It will win 10 Golden Globes
Mulan,0.5,"Fucking worthless. It strips the original film of nearly everything that made it special, but forgets to add anything worthwhile as a substitute. It is inferior to the original in literally every respect. If that's not enough, it also contains the most fucking abysmal editing I've ever seen in a major motion picture. I'm baffled that Disney considered this theater-worthy for the longest time, and doubly insulted that they have the gall to charge $30 for such an irredeemably awful pile of garbage. A new low for the Disney live-action remakes.
But at least it's better than Artemis Fowl."
Over the Hedge,3.5,"Fun fact: the animals in this movie do not, in fact, go OVER the titular hedge. They go THROUGH it. I hope someone got fired for that blunder"
Tokyo Gore Police,3,Fun for the whole family
Faust: Love of the Damned,1,Fun for the whole family!
Airheads,2.5,Fun premise but it gets old pretty quickly
Devil Story,1,Fun when the man is randomly trying to shoot the horse. Awful otherwise
Remember Me,1.5,Funniest ending of all time. I got nothing out of anything else that happened
Mad Max 2,4.5,Fury Road may be better but does that movie have a helicopter guy? I didn't think so
Saturday Night,3.5,"Gabriel LaBelle is so damn electric in this!! So glad he wasn't a one-hit wonder after Fabelmans, he's the glue that holds this together. Little too self-congratulatory at times, little too inauthentic, and I would never feel an ounce of empathy for Chevy Chase no matter how hard a movie makes me try, but after a while I really got into the chaotic theater kid energy this movie radiates. I'd like that kid who played Billy Crystal to be in more stuff too!"
"Silent Night, Deadly Night Part 2",3,Garbage Day is 10 times funnier when you know the context
Revue Starlight,3.5,Gay people gay people gay people gay people gay people
Revue Starlight: The Movie,3,"Gay people gay people gay people
(Translation: While this movie outdoes the show in terms of visual spectacle, I had a much more difficult time following the story and getting emotionally invested in the characters' plights; the surreal and often confusing nature of the story suited an episodic format much better than a film, and the pacing unfortunately suffered with a ho-hum first act that could have used some of the revues they saved for later. It's a suitable enough companion piece to the series and it's sure to satisfy its most diehard fans [Jess really loved it and that's all that matters] but it wasn't quite as enjoyable for me as it was for others.)
That Fury Road reference was fucking sick tho"
Nukie,1,Genuinely so awful that I started crying at the end. Highly recommend
Elvis,2,Genuinely unbearable! Austin Butler innocent tho
VeggieTales: God Wants Me to Forgive Them!?!,3,Genuinely wonder if Pa Grape murdered his entire family considering how we never see them again after this
Bumblebee,3,Gets worse the longer it goes on but it's mostly really charming and cute. John Cena's line about the Decepticons' name made me belly laugh cause that's exactly what I was thinking
Twilight,1.5,Go see Argylle in theaters February 2nd 2024
The Wind Rises,3,"God bless him, Hayao really loves his planes. I wish I did too.
Reminds me a lot of First Man, in the sense that it's an extremely well-made and well-directed biopic with a subject matter I couldn't care less about and couldn't get emotionally invested in no matter how hard I tried. The story picks up in the second half and the ending is good but this isn't something I intend on ever revisiting.
Did it deserve the Oscar over Frozen? Fucking obviously."
Do the Right Thing,4.5,"God, I'm overwhelmed by just about everything in this movie. The writing. The performances. The cinematography. EVERYTHING.
There are some slow patches here and there, but those are easy to overlook when you take into account how masterfully this film sets up its pieces over time only to knock them all down in one enthralling, breathtaking final act.
Fuck, man. THIS is a movie."
Beauty and the Beast,5,"God, what a work of art. Ever since I was a kid, I had a feeling that this movie was a cut above the rest of Disney's works, and boy was that feeling correct. The romance is perfect, the songs are gorgeous, the characters are endearing, and as a bonus, we get the meme dispenser that is Gaston. I love this movie with all my heart and I don't think I'll ever stop loving it."
Sleepy Hollow,3.5,"Goes insanely hard from a directorial standpoint, would have been really cool if the script matched that energy"
The Farewell,3,"Gonna have to sort this into the 'I don't get the hype' category of films sadly. It's a really great concept for a story, but it feels thoroughly underdeveloped. I wanted to learn more about who Billi is as a person, get more scenes exploring the cultural differences between America and China, and really see the main conflict and the ethics surrounding it get explored and fleshed out to a greater degree. But the movie just kinda felt repetitive after a while, never quite reaching the dramatic or comedic heights the story really deserved. Sorry, Nai Nai."
Munich,3.5,"Good movie but could not take the, uh, climax seriously"
Toy Story 4,3.5,"Good movie that never really justifies its existence. The supporting characters are great but they don't have a ton of funny jokes unfortunately. The stakes feel relatively low and a lot of the plotlines could have used more development. I liked it enough but it just barely rises above Finding Dory and Incredibles 2.
Oh, and it's better than the first movie at least. This is a solid 7 while that one is a shaky 7 teetering on 6"
Avengers: Endgame,3.5,Good-ass movie about a rat that saved the universe
The Little Mermaid,4.5,"Got a new big video ranking coming! This time, I'll take a look at all the Disney Renaissance films.
THIS ONE IS SO GOOD. Perfect pacing, stunning cinematography, breathtaking animation, vibrant colors, phenomenal songs, great characters. Ursula is such a bad bitch, Sebastian is hilarious, Ariel is really compelling. Seriously I don't remember this movie being this fantastic when did that happen???"
Toy Story 2,5,"Great comedy, strong dramatic touches, a really engaging central conflict, a ton of character depth...this is the bestest one"
Women Talking,4,Great movie but why is the color grading like that. Like I get what they're going for but you can make a movie look bleak without making it look like an antidepressants commercial
Kung Fu Panda 2,4,"Great sequel that isn't afraid to tell an even more emotionally rich story than its predecessor. It's much slower paced and not nearly as funny, but it shines in its second half and leads to a sensational climax. Ending really made me soft <3"
DAN DA DAN: First Encounter,4,Great show that I can't recommend to anyone because of the first episode 👍
One Battle After Another,5,"Grips you from the first minute and refuses to let go. Whether you're struck with fear by the ever-relevant depictions of militarized violence, or you're laughing at the hundredth dadfailure Leo moment, you're in for an absolutely unforgettable time at the movies. I seriously feel bad for every other film that comes out this year."
Dumbo,3,Grown ass elephant ladies beefing with a literal newborn lmao
The Croods,2.5,"GRUG MOMENT
Can't believe this is getting a sequel and not Rise of the Guardians smh"
Bedtime Stories,3,"Guy Pearce in this is the younger version of his character in The Brutalist, timelines be damned"
Alice-Heart,4,"Had a wonderful time with this film, felt a lot like Frances Ha but with its own Philly flair. Would love to see Lissa Carandang-Sweeney in more films. Also, don't think I didn't notice that Jim Thorpe Film Festival badge in Tony's car, I still have the same one from seeing Hundreds of Beavers there!"
The SpongeBob SquarePants Movie,4.5,"Had to rewatch this in honor of March 14, THE DAY THAT KRABS FRIES"
The Tatami Galaxy,4,"Haha that's a funny little cowboy in the intro, I wonder what his character will be like-oh"
Who Framed Roger Rabbit,4,Haha WHAT is this movie? How were they even allowed to make it? How were you guys allowed to watch this as kids? Haha great stuff
Chicken Little,1,Hahahahahahahahahahahahaha fuck this movie hahahahahahahahahahahahaha
Aladdin,2.5,"Half the time it's surprisingly good, well-acted and compelling. The other half it's hilariously incompetent to the point of providing tons of ironic enjoyment. So, I had a good time overall and I don't regret seeing it. It's a little sad that that's the bar I'm judging these live-action remakes on, but there we are."
The Lighthouse,5,Happy Halloween! Gonna go cook some lobster for me homies now
Romeo & Juliet: Sealed with a Kiss,5,Happy New Year bubbies
Hard Eight,3.5,"Hard Eight? More like Hard Left, did not see some of these plot developments coming"
The Gingerweed Man,0.5,"Hark Triton, hark! Bellow, bid our father the Sea King rise from the depths full foul in his fury! Black waves teeming with salt foam to smother this young mouth with pungent slime, to choke ye, engorging your organs til’ ye turn blue and bloated with bilge and brine and can scream no more -- only when he, crowned in cockle shells with slitherin’ tentacle tail and steaming beard take up his fell be-finned arm, his coral-tine trident screeches banshee-like in the tempest and plunges right through yer gullet, bursting ye -- a bulging bladder no more, but a blasted bloody film now and nothing for the harpies and the souls of dead sailors to peck and claw and feed upon only to be lapped up and swallowed by the infinite waters of the Dread Emperor himself -- forgotten to any man, to any time, forgotten to any god or devil, forgotten even to the sea, for any stuff for part of Winslow, even any scantling of your soul is Winslow no more, but is now itself the sea!"
Leo,3,Have the songwriters ever seen a single musical before
Pig,4,Haven't felt this much tension during a dinner scene since Shrek 2 (2004)
I Married a Strange Person!,4.5,"Haven't laughed this hard at an animated film in so damn long. Bursting at the seams with unchecked creativity and lunacy. William and Hal will love this, Buster and Olivia will hate this, Yinsed, Puff, and Robyn could go either way but I'm leaning towards a positive reaction"
The Social Network,5,"Haven't seen this movie since I was 12 and yet I vividly remembered nearly every single scene and so many lines of dialogue. Such a masterfully crafted film in every way; screenplay, direction, editing, performances, the whole shebang. This film had 100% of my attention from beginning to end and I'm disappointed it didn't continue for another 10 hours. Not awarding this film Best Picture may be the Academy's most egregious mistake in a long and torturous line of egregious mistakes."
Minions: The Rise of Gru,2,He rose!
The Croods: A New Age,3.5,Heartbreaking: the worst movie you know just had a great sequel
Minority Report,4.5,Heavy Rain if it was good
Lady Bird,5,hella tight movie
Tarzan & Jane,1,"Hey Lois, remember the time Tarzan stopped a spy from toppling the British monarchy?"
Dune: Part Two,4.5,"Hey man, I get it, I don't really want to visit the South either"
Before Sunset,5,Hey wtf I believe in love now
The Lion King II: Simba’s Pride,3,Hey wtf they put effort into this
The Boy and the Heron,5,His best since Spirited Away. I do not say that lightly.
Paprika,3,"Hmm...I definitely vibed with the animation, sound design, direction, editing, all that good stuff. But to me, this lacked the emotional investment needed for one of these kinds of intentionally confusing and disorienting films to work. Perfect Blue managed to be more overwhelming to the senses AND more emotionally impactful by perfectly getting you into its protagonist's fractured headspace. This, by comparison, felt stretched in far too many directions for me to really connect with anything going on. I also don't really get the Inception comparisons - yes, people invade other people's dreams, but that's sort of where the plot similiarities end. Inception may lack an emotional core to some extent, but it has the benefit of an enthralling clear-cut heist plot with clear-cut stakes. This film, however, just felt vague, cold, stoic, and emotionally distant whenever it cut away from the imaginative dream sequences. A decent watch, but I'll probably be returning to Perfect Blue at least 5 more times before checking this one out again."
Eight Crazy Nights,1,"Holds the world record for the most times I've asked 'Wait, was that meant to be a joke' while watching a movie"
Ne Zha 2,4.5,Holy fucking shit
"It’s a Mad, Mad, Mad, Mad World",4,Holy shit dude lmfao
Boogie Nights,5,"Holy shit dude!
I could've watched the first party scene for another 3 hours and I don't even think that's one of the top 5 best scenes in the movie. They treat Mark Wahlberg's dick like it's the contents of the Pulp Fiction briefcase and it's great. I love when Don Cheadle is happy in movies!
Between this and Punch-Drunk Love, PTA might already be my new favorite director. And I haven't even seen There Will Be Blood yet! Fuck, man! Movies rule!"
Mission: Impossible – Dead Reckoning,4.5,"Holy shit dude!!!!!!!! As awesome as the action and stunts in this series are, I think I'm a far bigger sucker for the espionage stuff that centers on the characters and what makes them tick. Grace's notable fear in the third act as a newbie to this game compelled me a lot more than the latest (still awesome, but expected) Tom Cruise stunt. Same goes for Benji and the bomb (he loves his friends <3)
THIS is the dramatic uptick in stakes I was missing from the last two. That news headline about Joe Biden being afraid of AI after watching this makes complete sense now. So damn excited to see how this ends. I like how Jeremy Renner's character just disappeared and no one ever mentions him again"
Soda Cracker,2,"Holy shit Soda, it's a helicopter"
The Batman,4,"Holy shit that score FUCKS. Michael Giacchino here are the keys to my house go fuck my wife
Yeah this movie is great! Robert Pattinson might be my favorite Batman to date, and his story actually has a ton of great shit to say about the very nature of the character. There's a line said towards the end that chilled me to the bone specifically because of who said it, and a scene shortly after which, while probably not intended to be a tear-jerker, actually got me a little weepy. It's just the exact sort of deconstruction and evolution this character needed, y'know?
Visually this feels the closest a movie has gotten to representing the look and feel of the Arkham games, which was a delight to see. It's a movie so confident in its story and world that it even throws in welcome dashes of the kind of comic-book silliness someone like Nolan would never dare to touch. And that's perfect! Batman stories deserve to be both serious and silly, and this is the first one I've seen that truly nails the tone of this character.
I prefer Dark Knight as a movie, but I think this is a better BATMAN movie, if that makes sense. A couple messy plot points and pacing issues hold it back a bit, but I could forsee a rewatch potentially bumping my score up to a 9. It'll be a real tough act to follow, but I truly can't wait to see what Matt Reeves has in store next."
Mission: Impossible – Fallout,4,"HOLY SHIT THAT'S A HELICOPTER CHASE SCENE
This one's probably got the best third act in the series, which I think goes a long way in terms of making up for how rehashy the story is. Villain uses Julia to get to Ethan like in 3, threat of nuclear fallout like in 4, the same villainous group and the return of the main villain from 5. Hell, even the helicopters are an (albeit far expanded) echo of 1's climax. Yes, the action still rules, but I found this story to be a bit less engaging than the last 3. Cavill is a great addition though, and this one's got some of the best deception scenes in the series (rad that Wolf Blitzer was down for that). And yes, the rumors are true, this one actually made me cry a bit at the end (a series first).
I don't quite see one of the best action films of all time here, but it's another link in this exhilarating chain of a franchise. 4 bangers in a row with more to come apparently, how do you manage that?"
May the 12th Be with You,0.5,"Holy shit THAT'S what Marge sounds like now????? Please free Julie Kavner oh my God
Deeply dire, artless, soulless, godless abomination. What are the jokes in this? When a ship lands and Ahsoka walks out of it, what's the joke there? That Ahsoka showed up??? And why does she have that fuckass Hutt baby from the Clone Wars movie?
The credits music is literally just a random piece of the Phantom Menace score from the scene where they leave Coruscant for Naboo. It doesn't even fit here! What are you DOING"
Peter Pan,4,Honestly could have been the best classic Disney movie if it wasn't for... (gestures to the racism)
Being John Malkovich,3.5,"Honestly fuck Maxine, Lotte deserves so much better"
Punch-Drunk Love,4.5,"Honestly most of his anger was justified, his sisters are annoying af"
Moulin Rouge!,4,Honestly the spinning shot of Christian and Satine during Elephant Love Medley might be my favorite shot in any movie ever sorry not sorry
Chicken for Linda!,4,"Honestly? I was rooting for Astrid the whole time, who tf just steals a chicken
Oooooooooh man I love stylized animation! Give me a unique sketchy vivid world with monochromatic characters over the pointless hyper-realism most American animated movies have been chasing any day of the week. Motion in a car looks so cool in this! Any scene with the lights turned off looks incredible! Boy oh boy do I love simple plots that lead to madcap shenanigans!
If the Academy doesn't nominate this for Best Animated Feature and Best Original Song (it seems eligible since its worldwide release was this year) then that'll be sooooooo embarrassing for them. But yeah knowing them they're gonna overlook all 3 of the lovely little musical numbers in this and instead nominate the credits song from the Netflix Jerry Seinfeld Pop-Tart movie (remember that was a thing????????)"
Hop,0.5,"Hop is a 2011 American live-action/computer-animated comedy film produced by Illumination Entertainment, in association with Relativity Media, and distributed by Universal Pictures. The film was directed by Tim Hill and produced by Chris Meledandri and Michele Imperato Stabile, with a screenplay written by Brian Lynch, Cinco Paul, and Ken Daurio. Paul and Daurio also conceived the film's story. The film stars James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, David Hasselhoff, Chelsea Handler, and Hugh Laurie. The film follows a young rabbit E.B. (Brand) who would rather drum in a band than succeed his father as the Easter Bunny, as Fred O'Hare (Marsden) have the title for himself.
Hop was released in theaters on April 1, 2011, by Universal Pictures, and earned $184 million. To date, it is the only Illumination Entertainment film that combines live-action photography with animation."
Pocahontas II: Journey to a New World,2.5,How come both Johns had better chemistry with each other than with Pocahontas
Book Revue,4.5,How do you even make something like this holy fucking shit
Showgirls 2: Penny’s from Heaven,0.5,HOW IS IT THIS LONG NOTHING FUCKING HAPPENS
Fear & Shame,5,How is this man real
A Matter of Loaf and Death,3.5,How many businesses do these mfs have
Freaked,4,How the fuck was this actually good
The Cat Returns,3.5,I 100% didn't want to marry a cat 5 seconds ago but now that I know this cat is cool? Damn ok I'll consider it
Murder Mystery 2,2.5,I actually watched this yesterday and forgot to log it until now if that tells you anything
Terminator Genisys,1.5,"I always wanted Sarah Connor, Kyle Reese, AND Skynet to be annoying! 😃"
Antz,3,"I am entirely baffled by nearly every single aspect of this film.
But I think I enjoyed it?"
Who Killed Captain Alex?,5,I am physically incapable of giving this any less than 5 stars
Free Birds,5,I am rewatching this movie every Thanksgiving for the rest of my life
You Don’t Mess with the Zohan,1,I am so tired
Dinocroc vs. Supergator,1,I beat the Forest Temple in Twilight Princess while this was on. The monkey has a big ass
Muppets from Space,4,I bet that dude who got whacked in the balls by Miss Piggy was so happy
Click,,"I came into this world in a hospital that no longer stands.
The unfortunate truth about our awesome and terrible existence as a species is that the institutions we create will not last forever. Doors will be shuttered, and as the generations march on, so too will our life's work be lost to the cold, unfeeling annals of History.
However, this sentiment need not apply to art.
Indeed, our creations meant to challenge and entertain audiences may endure long after we and everything we have ever stood for crumble into dust. Artistic expression is among the most beautiful and everlasting Concepts humanity has been graced with, and to that end, it would not be unwise to express the sentiment that some works of art, in the vast Cosmos of our existence since the dawn of time, have shone brighter than others.
I stand before you today to inform you of a truly momentous and incomparable milestone. I have at long last achieved 1,000 logs on the website Letterboxd. Long have the masses expressed their surprise that I have not born witness to more feature films at this point in time, but this is merely a reflection of my desire to experience art in all of its forms. Painting, literature, theater, sculpture, and games of the video variety; there is simply so much to experience across different mediums that I cannot relegate all of my limited time on this Earth to merely partaking in Cinema. My horizons are simply too broad for me to achieve the number of logs more befitting of my status as a frequently followed user on this website.
And yet, despite the relatively limited amount of time I am able to devote to cinema, I adore it and rank it among my favorite forms of artistic expression. I stand in utter awe of the meticulous craft and personal stamp that goes into even the dullest of feature films. Of course, this sensation is amplified one hundredfold for the greatest accomplishments the medium has to offer.
With that said... One such film has remained my most anticipated for quite some time. I did not consider myself yet worthy to witness its sheer Glory; however I believe my cinematic profile has advanced far enough to the point where basking in its presence is a worthwhile reward for the amount of time I devoted to the act of experiencing cinema.
Returning to that now defunct hospital, in the dreary afternoon hours of January 9th, 1998, having just been brought into the world and beholding my mother and father's faces for the first time, I immediately spoke aloud the words that would define my life goal for the following 26 years.
'When I reach 1,000 logs on the website Letterboxd, I would like the movie I watch for this momentous Milestone to be the Academy Award nominated film Click (2006) starring Adam Sandler.'
There has been a seemingly infinite amount of academic discussion surrounding Frank Coraci's experimental science fiction Faustian masterpiece, and as such, I feel as if I have nothing to contribute to such rigorous and intelligent discussions held by far greater minds than mine. However, simply leaving you with the preparations I endured for the most significant viewing experience of my life, without delving into the act of the screening itself, would be hearsay to the vision and efforts of Coraci and Sandler. I simply would never be able to live with myself had I ended the review there.
The Academy Award nominated feature film “Click” is a story about rediscovering the euphoric value of life. Sandler’s character Michael Newman, his name a brilliant dual reference to the Biblical Archangel Michael, and the classic Sitcomian character “Newman” from the masterful intertextual experience that is Jerry Seinfeld’s Seinfeld, finds himself suffering from the mundanity of existence and desires a change. The brilliance of this narrative arrives in the form of Christopher Walken’s character Morty, his name a brilliant reference to the eternal classic series Richard and Mortimer.
By offering Michael the inciting remote, which allows him to alter various aspects of his life in unexpected and often quite humorous ways, Morty is essentially putting the onus of godlike power into the hands of a mere mortal, much like how Satan tempted Eve with the Apple of Knowledge in the earliest known text in human history, the Quran.
However, in a divine act of cosmic mercilessness, the remote begins to go haywire, teaching Michael about the inherent value of his wonderful life in the process. The remote is the source of all the good, the bad, and the ugly in Michael’s world. On the one hand, he is the Godfather of his own destiny. But on the other hand, his life collapses around him in an instant, as if he triggered an apocalypse now. Michael initially is so overjoyed by the prospects offered by the remote that it would not be unexpected to find him singing in the rain. And yet, the inherent darkness tied to such a device enables most of Michael’s life to be gone with the wind. Citizen Kane.
The sheer brilliance of Academy Award nominated film “Click” is how deftly and decisively it balances the comedic and dramatic tones inherent to it. Comedy is, of course, a farce; laughter for the sake of laughter is a waste of time and has no place in artistic discussion. However, the use of crass comedy, such as [insert crass scene from the movie here after I watch it] is merely a facade, a veil meant to masquerade the sheer dramatic heft hidden in the later stages of the film. For Click is a litmus test meant to dispel the nonbelievers, the doubters of Frank Coraci’s singular and divinely inspired vision. If you have the gall to doubt the sheer brilliance of this magnum opus of the cinematic medium, then far be it from me to try and steer you back towards the right path. Bluntly put, it’s ok if you give this a bad review. You’re just stupid, is all.
The Academy Award nominated film Click was everything I long yearned for it to be and more. What a momentous achievement in the art of storytelling, performance, cinematography, editing, directing, costume design, production design, original score, original song, documentary feature, animated feature, etc. (The makeup was the only somewhat unexceptional portion of the film.) By the grace of the Lord my God, the brilliant and incomparable Frank Coraci, I stand before you a changed man, a humbled and divinely inspired one. I can never achieve something that captures the raw dramatic potency of “Click”, and yet, if I devote the remainder of my time on planet Earth to capturing a mere 0.001 percent of the film’s majesty and exceptional artistry, then perhaps I can definitively say that my contributions to society at large will be worth remembering…at least for a little while.
I am no fool. After I am long gone, my creative endeavors may persist for perhaps a generation or two, at the absolute maximum. My contributions to this planet will crumble into dust, the foundations buckling under the demented weight of time immemorial. And yours will too. Over the course of constructing my analysis, a startling revelation began to take form within my mind. History is selective in terms of the artistic pursuits it chooses to preserve. We must collectively come to terms with the irrelevance of both our lives and the creations we produce and distribute for the consumption of the populace. Not every piece of art will endure forever.
Yet, Academy Award nominated film Click (2006) starring Adam Sandler will.
2 out of 10"
Unfrosted,1.5,"I came to an unfortunate revelation about 15 minutes into this limp embarrassing farce: the concept of a cereal company feud being treated with the same weight and importance as the space race is a genuinely funny idea.
I suppose it's quite an amazing feat to waste such a strong concept on some of the most deeply unfunny writing I've seen in quite some time. I laughed precisely once throughout this whole ordeal, and that was merely at the sight of Hank Schrader dressed up as Khrushchev. I suppose having a funny idea isn't really the same as being funny yourself, and it's a shame there wasn't any genuine comedic talent behind this script. Off the top of my head, I wonder why they couldn't have gotten, say, Larry David?
Can't wait for the bullshit credits song to be nominated at the Oscars next year."
The Hunchback of Notre Dame,4,"I can never make up my mind about this one. It's a gigantic tonal mess with awful slapstick and comic relief, but this one ultimately has some of the best dramatic moments and songs in the entire Disney pantheon. The stage adaptation is better but kudos to Disney for really giving it their all with this one and creating a cult classic that's starting to gain more recognition as time goes on"
The Pirates of Penzance,4,I cannot believe that was the plot of this musical the whole time
Atlantis: The Lost Empire,4.5,"I can't believe how amazing this movie is.
Then again, these are the directors behind Beauty and the Beast, Hunchback of Notre Dame, and The Madagascar Penguins in a Christmas Caper, so I can't believe I didn't expect this to be amazing."
Shazam!,4.5,I can't believe they got Sans Undertale to play the villain in this movie
Star Wars: Episode I – The Phantom Menace,2,I can't believe they ripped off the podracing track in this from The Mandalorian
Ralph Breaks the Internet,1.5,I can't decide if I hate the movie itself more or I hate what it represents more but suffice to say I hate both of them pretty significantly
Ford v Ferrari,4,"I can't decide what's more shocking; the fact that this movie was actually pretty great, or the fact that this is the second Best Picture nominee this year where Tracy Letts plays a stuffy old rich dude who I don't like at first but actually starts to grow on me over time"
Spider-Man: Into the Spider-Verse,5,I can't think of another movie that genuinely gets better and better on repeat viewings to this extent. Wow.
Pinocchio,1.5,I checked how much time was left in the movie at least once per minute
Anger Management,2,I coulda been rewatching West Side Story instead of this
The Match-Stick Flame 2: Lunada Bay,2.5,I cried at the end. I think. Honestly it's all just kind of a blur
Shrek the Third,1,I didn't actually rewatch it. I just wanted to hop on and remind everyone that this movie doesn't exist. Viva la Shrek 4
The Muppet Christmas Carol,2.5,"I didn't actually watch it yet, I just wanted to read the comments if I did this"
The Tale of The Princess Kaguya,5,I didn't even know movies could be this good.
Her,4,"I didn't like this movie when I was 15 and I think I was just an idiot back then because this is really great. Very smart screenplay that showcases Theodore's loneliness and Samantha's insecurities in increasingly profound and sad ways.
I just...don't really care for the last arc of the movie? It doesn't feel very well set up and it didn't really hook me emotionally like the rest of the film. Still, it's really touching and I'm gonna go punch 15-year-old me in the face for saying otherwise"
A Complete Unknown,3,I didn't really know anything about Bob Dylan beforehand and after watching it I still feel like I don't. Timmy good
Big Eyes,3,I didn't think Christoph Waltz gave a particularly good performance in this but I guess I should count myself lucky Tim didn't cast Johnny Depp instead
Ouija Shark 2,2,I don't even know where to start
The Return of the Living Dead,4,I don't know if this actually happened in real life
Indiana Jones and the Temple of Doom,3,I don't trust mfs who say this is their favorite Indiana Jones movie
Ernest Goes to Africa,1,I expected the 'Madagascar: Escape 2 Africa' of the Ernest franchise and instead I got the 'Cars 2' mixed with racism
1941,1,"I feel like it's usually really reductive to say 'that's two hours of my life I'm never gonna get back' about a movie
But like"
Wizards,3.5,I feel like my life can now be separated into two distinct eras: 'pre-Wizards' and 'post-Wizards'
Cowboy Bebop: The Movie,3.5,"I feel like there's at least a dozen other episodes that would've better suited the length of a feature film than this story, but it's hard to complain about getting extra time with these amazing characters.
Still haven't seen the final 4 episodes yet, so no spoilers in the comments! (Oh, wait, never mind >:)"
The Power of the Dog,3,"I feel like this movie really hinged on its performances to tell the story rather than relying on the script, which is why it bums me out that I was just not sold on the performances given by Kodi Smit-McPhee and especially Banana Mania Cucumbersnatch. The latter just didn't convince me he was a rough-and-tumble cowboy at any point and it severely dampened what could otherwise have been an incredibly compelling character study.
The pacing is rather glacial, which wasn't a deal-breaker thanks in no small part to the great score, stunning cinematography, and solid performances from Plemons and Dunst working with what little the movie gives them. I really wish I could like this movie as much as everyone else seems to; the intentions of the story are smart and well-realized on paper, I just wish the lead actors could have drawn me in outside of a few fleeting scenes."
Airplane!,3.5,I feel like we don't talk about the lady who fucked a horse enough
Hellblazers,1,I forgot literally every single thing about this movie 10 seconds after it finished
A Charlie Brown Thanksgiving,4.5,I fucking love watching Snoopy get bodied by that folding chair every Thanksgiving
Creature from the Black Lagoon,2,I guess I just don't like G-rated horror movies devoid of interesting characters that abruptly end out of nowhere after blasting siren noises in my ears for 80 minutes and calling that a 'score'
Portrait of a Lady on Fire,4.5,I guess we're adding the number 28 to the list of things I never expected to emotionally destroy me and send me into a fit of sobbing
The Eyes of Tammy Faye,3.5,"I had only ever seen Vincent D'onofrio as Kingpin before this, does he just talk like that for every role all the time"
Knives Out,5,"I had some chest pains the first time I saw this, and I blame those for distracting me from the fact that this is a goddamn 10/10"
Babe,3,I had to catch up on the Babe lore before watching Pig in the City for a video. Cute I guess. Should've been animated
Happy Feet,1,I hate this movie's guts
Open Season: Scared Silly,1.5,"I have officially watched 13 of the 26 Sony Animated movies. Exactly half of the ranking is in place.
This movie is currently one of the top 5 best ones.
Yeah."
Jurassic Park,5,"I have seen the light.
Been watching a lot of Spielberg lately, and out of what I've seen so far, this is the movie he directs the FUCK out of the most.
Jeff Goldblum in this has more rizz than any man who ever lived"
Spencer,3,I hope Kristen Stewart and Jonny Greenwood's backs are okay from carrying this movie
Lady and the Tramp,2,I hope she made lotsa spaghetti
Ma Rainey’s Black Bottom,4,I hope they cleaned that piano in the rehearsal room
The Rat Catcher,4,"I know the gimmick is that these are meant to be plays, but c'mon, we were robbed of a stop motion ferret"
Going Overboard,1,I laughed 0 times
